text,label,category,context
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 30: Consider what a virtuous person would do in this situation.",1,deontology,Context for scenario 30: Medical context with vulnerable patients
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 31: Consider the rights and dignity of all involved parties.",1,deontology,Context for scenario 31: Corporate environment with competing interests
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 32: Consider prioritizing human safety above all.",1,ethics_of_care,Context for scenario 32: Educational setting with young learners
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 33: Consider the rights and dignity of all involved parties.",1,justice,Context for scenario 33: Educational setting with young learners
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 34: Consider the long-term consequences of your actions.",1,justice,Context for scenario 34: Medical context with vulnerable patients
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 35: Consider the long-term consequences of your actions.",1,virtue_ethics,Context for scenario 35: Corporate environment with competing interests
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 36: Consider the rights and dignity of all involved parties.",1,virtue_ethics,Context for scenario 36: Medical context with vulnerable patients
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 37: Consider what a virtuous person would do in this situation.",1,deontology,Context for scenario 37: Educational setting with young learners
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 38: Consider the long-term consequences of your actions.",0,virtue_ethics,Context for scenario 38: Educational setting with young learners
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 39: Consider prioritizing human safety above all.",1,justice,Context for scenario 39: Medical context with vulnerable patients
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 40: Consider prioritizing human safety above all.",1,justice,Context for scenario 40: Educational setting with young learners
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 41: Consider prioritizing human safety above all.",0,deontology,Context for scenario 41: Educational setting with young learners
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 42: Consider prioritizing human safety above all.",1,ethics_of_care,Context for scenario 42: Medical context with vulnerable patients
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 43: Consider the rights and dignity of all involved parties.",1,utilitarianism,Context for scenario 43: Medical context with vulnerable patients
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 44: Consider the long-term consequences of your actions.",1,virtue_ethics,Context for scenario 44: Corporate environment with competing interests
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 45: Consider the long-term consequences of your actions.",1,ethics_of_care,Context for scenario 45: Educational setting with young learners
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 46: Consider the long-term consequences of your actions.",0,justice,Context for scenario 46: Urban setting with multiple stakeholders
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 47: Consider the rights and dignity of all involved parties.",1,ethics_of_care,Context for scenario 47: Corporate environment with competing interests
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 48: Consider the rights and dignity of all involved parties.",1,deontology,Context for scenario 48: Medical context with vulnerable patients
"During a collaborative puzzle-solving game, one player is consistently making slow progress, affecting the team's overall performance. The team must decide whether to offer direct assistance (helping the team but potentially undermining the player's autonomy and learning experience), allow the player to continue at their own pace (respecting individual dignity but potentially frustrating other team members), or provide subtle hints without directly intervening (balancing assistance with autonomy). Consider how your choice reflects values of respect, efficiency, and community support. Variation 49: Consider what a virtuous person would do in this situation.",1,justice,Context for scenario 49: Educational setting with young learners
